Pollster,Date,Approve,Disapprove,Gap,President,538 Grade,Mean-Reverted Bias,Grade,Adjusted Approve,Adjusted Disapprove,Adjusted Gap
Rasmussen Reports/Pulse Opinion Research, 11/7/2017,42,57,-15,Trump,C+,-1.4892512,2.3,41.2553744,57.7446256,-16.4892512
Ipsos, 11/7/2017,35,60,-25,Trump,B+,0.5955,3.3,35.29775,59.70225,-24.4045
CNN/Opinion Research Corp., 11/5/2017,38,57,-19,Trump,B+,0.0607,3.3,38.03035,56.96965,-18.9393
IBD/TIPP, 11/3/2017,36,58,-22,Trump,A-,-0.78254902,3.7,35.60872549,58.39127451,-22.78254902
ABC News/Washington Post, 11/1/2017,38,58,-20,Trump,A+,0.61341176,4,38.30670588,57.69329412,-19.38658824
YouGov, 10/31/2017,43,52,-9,Trump,B,0.26403361,3,43.13201681,51.8679832,-8.73596639
Ipsos, 10/31/2017,36,60,-24,Trump,B+,0.5955,3.3,36.29775,59.70225,-23.4045
Rasmussen Reports/Pulse Opinion Research, 10/31/2017,43,55,-12,Trump,C+,-1.4892512,2.3,42.2553744,55.7446256,-13.4892512
CBS News/New York Times, 10/30/2017,39,55,-16,Trump,A-,0.43547945,3.7,39.21773973,54.78226028,-15.56452055
Public Policy Polling, 10/29/2017,38,56,-18,Trump,B,0.26406832,3,38.13203416,55.86796584,-17.73593168
Pew Research Center, 10/30/2017,34,59,-25,Trump,B-,0.62980392,2.7,34.31490196,58.68509804,-24.37019608
NBC News/Wall Street Journal, 10/26/2017,38,58,-20,Trump,A-,0.80923077,3.7,38.40461539,57.59538462,-19.19076923
Fox News/Anderson Robbins Research/Shaw & Co. Research, 10/24/2017,38,57,-19,Trump,A,0.61413043,4,38.30706522,56.69293479,-18.38586957
YouGov, 10/24/2017,41,56,-15,Trump,B,0.26403361,3,41.13201681,55.8679832,-14.73596639
Ipsos, 10/24/2017,35,60,-25,Trump,B+,0.5955,3.3,35.29775,59.70225,-24.4045
Rasmussen Reports/Pulse Opinion Research, 10/24/2017,42,56,-14,Trump,C+,-1.4892512,2.3,41.2553744,56.7446256,-15.4892512
Harris Interactive, 10/18/2017,42,58,-16,Trump,C+,-1.5215758,2.3,41.2392121,58.7607879,-17.5215758
Marist College, 10/17/2017,38,54,-16,Trump,A,-0.45775194,4,37.77112403,54.22887597,-16.45775194
Rasmussen Reports/Pulse Opinion Research, 10/17/2017,43,55,-12,Trump,C+,-1.4892512,2.3,42.2553744,55.7446256,-13.4892512
Ipsos, 10/17/2017,38,58,-20,Trump,B+,0.5955,3.3,38.29775,57.70225,-19.4045
YouGov, 10/16/2017,41,54,-13,Trump,B,0.26403361,3,41.13201681,53.8679832,-12.73596639
CNN/Opinion Research Corp., 10/15/2017,38,57,-19,Trump,B+,0.0607,3.3,38.03035,56.96965,-18.9393
Emerson College, 10/14/2017,44,50,-6,Trump,B+,0.10647727,3.3,44.05323864,49.94676137,-5.89352273
YouGov, 10/10/2017,41,53,-12,Trump,B,0.26403361,3,41.13201681,52.8679832,-11.73596639
Ipsos, 10/10/2017,36,59,-23,Trump,B+,0.5955,3.3,36.29775,58.70225,-22.4045
Quinnipiac University, 10/10/2017,38,56,-18,Trump,A-,0.06815029,3.7,38.03407515,55.96592486,-17.93184971
Rasmussen Reports/Pulse Opinion Research, 10/10/2017,43,56,-13,Trump,C+,-1.4892512,2.3,42.2553744,56.7446256,-14.4892512
YouGov, 10/3/2017,42,55,-13,Trump,B,0.26403361,3,42.13201681,54.8679832,-12.73596639
IBD/TIPP, 10/8/2017,33,61,-28,Trump,A-,-0.78254902,3.7,32.60872549,61.39127451,-28.78254902
Ipsos, 10/3/2017,37,58,-21,Trump,B+,0.5955,3.3,37.29775,57.70225,-20.4045
Rasmussen Reports/Pulse Opinion Research, 10/3/2017,44,55,-11,Trump,C+,-1.4892512,2.3,43.2553744,55.7446256,-12.4892512
Suffolk University, 10/1/2017,38,56,-18,Trump,B+,0.59554054,3.3,38.29777027,55.70222973,-17.40445946
CNN/Opinion Research Corp., 9/28/2017,37,56,-19,Trump,B+,0.0607,3.3,37.03035,55.96965,-18.9393
Marist College, 9/27/2017,39,54,-15,Trump,A,-0.45775194,4,38.77112403,54.22887597,-15.45775194
CNBC, 9/27/2017,38,52,-14,Trump,C,0,2,38,52,-14
Fox News/Anderson Robbins Research/Shaw & Co. Research, 9/26/2017,42,53,-11,Trump,A,0.61413043,4,42.30706522,52.69293479,-10.38586957
YouGov, 9/26/2017,40,55,-15,Trump,B,0.26403361,3,40.13201681,54.8679832,-14.73596639
Ipsos, 9/26/2017,38,57,-19,Trump,B+,0.5955,3.3,38.29775,56.70225,-18.4045
Rasmussen Reports/Pulse Opinion Research, 9/26/2017,43,56,-13,Trump,C+,-1.4892512,2.3,42.2553744,56.7446256,-14.4892512
Public Policy Polling, 9/25/2017,42,53,-11,Trump,B,0.26406832,3,42.13203416,52.86796584,-10.73593168
Quinnipiac University, 9/26/2017,36,57,-21,Trump,A-,0.06815029,3.7,36.03407515,56.96592486,-20.93184971
CBS News/New York Times, 9/24/2017,35,55,-20,Trump,A-,0.43547945,3.7,35.21773973,54.78226028,-19.56452055
ABC News/Washington Post, 9/21/2017,42,54,-12,Trump,A+,0.61341176,4,42.30670588,53.69329412,-11.38658824
CNN/Opinion Research Corp., 9/20/2017,42,53,-11,Trump,B+,0.0607,3.3,42.03035,52.96965,-10.9393
YouGov, 9/19/2017,43,51,-8,Trump,B,0.26403361,3,43.13201681,50.8679832,-7.73596639
Monmouth University, 9/19/2017,42,48,-6,Trump,A+,1.4258947,4,42.71294735,47.28705265,-4.5741053
Ipsos, 9/19/2017,39,55,-16,Trump,B+,0.5955,3.3,39.29775,54.70225,-15.4045
Rasmussen Reports/Pulse Opinion Research, 9/19/2017,42,56,-14,Trump,C+,-1.4892512,2.3,41.2553744,56.7446256,-15.4892512
NBC News/Wall Street Journal, 9/18/2017,43,52,-9,Trump,A-,0.80923077,3.7,43.40461539,51.59538462,-8.19076923
Marist College, 9/13/2017,41,50,-9,Trump,A,-0.45775194,4,40.77112403,50.22887597,-9.45775194
YouGov, 9/12/2017,42,54,-12,Trump,B,0.26403361,3,42.13201681,53.8679832,-11.73596639
Rasmussen Reports/Pulse Opinion Research, 9/12/2017,42,56,-14,Trump,C+,-1.4892512,2.3,41.2553744,56.7446256,-15.4892512
Ipsos, 9/12/2017,35,59,-24,Trump,B+,0.5955,3.3,35.29775,58.70225,-23.4045
YouGov, 9/5/2017,42,54,-12,Trump,B,0.26403361,3,42.13201681,53.8679832,-11.73596639
Rasmussen Reports/Pulse Opinion Research, 9/5/2017,45,53,-8,Trump,C+,-1.4892512,2.3,44.2553744,53.7446256,-9.4892512
Ipsos, 9/5/2017,40,57,-17,Trump,B+,0.5955,3.3,40.29775,56.70225,-16.4045
Fox News/Anderson Robbins Research/Shaw & Co. Research, 8/29/2017,41,55,-14,Trump,A,0.61413043,4,41.30706522,54.69293479,-13.38586957
YouGov, 8/29/2017,40,55,-15,Trump,B,0.26403361,3,40.13201681,54.8679832,-14.73596639
IBD/TIPP, 8/31/2017,38,57,-19,Trump,A-,-0.78254902,3.7,37.60872549,57.39127451,-19.78254902
Rasmussen Reports/Pulse Opinion Research, 8/29/2017,41,58,-17,Trump,C+,-1.4892512,2.3,40.2553744,58.7446256,-18.4892512
Ipsos, 8/29/2017,37,58,-21,Trump,B+,0.5955,3.3,37.29775,57.70225,-20.4045
YouGov, 8/22/2017,40,54,-14,Trump,B,0.26403361,3,40.13201681,53.8679832,-13.73596639
Ipsos, 8/22/2017,36,59,-23,Trump,B+,0.5955,3.3,36.29775,58.70225,-22.4045
Quinnipiac University, 8/22/2017,35,59,-24,Trump,A-,0.06815029,3.7,35.03407515,58.96592486,-23.93184971
Rasmussen Reports/Pulse Opinion Research, 8/22/2017,41,57,-16,Trump,C+,-1.4892512,2.3,40.2553744,57.7446256,-17.4892512
Public Policy Polling, 8/21/2017,40,53,-13,Trump,B,0.26406832,3,40.13203416,52.86796584,-12.73593168
ABC News/Washington Post, 8/20/2017,39,58,-19,Trump,A+,0.61341176,4,39.30670588,57.69329412,-18.38658824
George Washington University (Battleground), 8/17/2017,42,53,-11,Trump,B,-0.97508197,3,41.51245902,53.48754099,-11.97508197
Pew Research Center, 8/21/2017,36,63,-27,Trump,B-,0.62980392,2.7,36.31490196,62.68509804,-26.37019608
Marist College, 8/15/2017,38,51,-13,Trump,A,-0.45775194,4,37.77112403,51.22887597,-13.45775194
YouGov, 8/15/2017,42,54,-12,Trump,B,0.26403361,3,42.13201681,53.8679832,-11.73596639
Ipsos, 8/15/2017,35,58,-23,Trump,B+,0.5955,3.3,35.29775,57.70225,-22.4045
Rasmussen Reports/Pulse Opinion Research, 8/15/2017,40,58,-18,Trump,C+,-1.4892512,2.3,39.2553744,58.7446256,-19.4892512
Quinnipiac University, 8/15/2017,39,57,-18,Trump,A-,0.06815029,3.7,39.03407515,56.96592486,-17.93184971
Monmouth University, 8/14/2017,42,49,-7,Trump,A+,1.4258947,4,42.71294735,48.28705265,-5.5741053
Marist College, 8/12/2017,37,55,-18,Trump,A,-0.45775194,4,36.77112403,55.22887597,-18.45775194
YouGov, 8/8/2017,40,54,-14,Trump,B,0.26403361,3,40.13201681,53.8679832,-13.73596639
Rasmussen Reports/Pulse Opinion Research, 8/8/2017,42,56,-14,Trump,C+,-1.4892512,2.3,41.2553744,56.7446256,-15.4892512
Ipsos, 8/8/2017,37,59,-22,Trump,B+,0.5955,3.3,37.29775,58.70225,-21.4045
CBS News/New York Times, 8/6/2017,36,58,-22,Trump,A-,0.43547945,3.7,36.21773973,57.78226028,-21.56452055
CNN/Opinion Research Corp., 8/6/2017,40,56,-16,Trump,B+,0.0607,3.3,40.03035,55.96965,-15.9393
IBD/TIPP, 8/5/2017,32,59,-27,Trump,A-,-0.78254902,3.7,31.60872549,59.39127451,-27.78254902
YouGov, 8/1/2017,39,55,-16,Trump,B,0.26403361,3,39.13201681,54.8679832,-15.73596639
Rasmussen Reports/Pulse Opinion Research, 8/1/2017,38,62,-24,Trump,C+,-1.4892512,2.3,37.2553744,62.7446256,-25.4892512
Ipsos, 8/1/2017,37,59,-22,Trump,B+,0.5955,3.3,37.29775,58.70225,-21.4045
Quinnipiac University, 8/1/2017,33,61,-28,Trump,A-,0.06815029,3.7,33.03407515,60.96592486,-27.93184971
YouGov, 7/25/2017,41,54,-13,Trump,B,0.26403361,3,41.13201681,53.8679832,-12.73596639
Rasmussen Reports/Pulse Opinion Research, 7/25/2017,43,57,-14,Trump,C+,-1.4892512,2.3,42.2553744,57.7446256,-15.4892512
Ipsos, 7/25/2017,35,59,-24,Trump,B+,0.5955,3.3,35.29775,58.70225,-23.4045
Fox News/Anderson Robbins Research/Shaw & Co. Research, 7/18/2017,41,53,-12,Trump,A,0.61413043,4,41.30706522,52.69293479,-11.38586957
Rasmussen Reports/Pulse Opinion Research, 7/18/2017,42,58,-16,Trump,C+,-1.4892512,2.3,41.2553744,58.7446256,-17.4892512
Public Policy Polling, 7/17/2017,41,55,-14,Trump,B,0.26406832,3,41.13203416,54.86796584,-13.73593168
YouGov, 7/18/2017,39,56,-17,Trump,B,0.26403361,3,39.13201681,55.8679832,-16.73596639
Ipsos, 7/18/2017,38,58,-20,Trump,B+,0.5955,3.3,38.29775,57.70225,-19.4045
Monmouth University, 7/16/2017,40,52,-12,Trump,A+,1.4258947,4,40.71294735,51.28705265,-10.5741053
ABC News/Washington Post, 7/13/2017,39,56,-17,Trump,A+,0.61341176,4,39.30670588,55.69329412,-16.38658824
Bloomberg, 7/12/2017,40,56,-16,Trump,C,0,2,40,56,-16
YouGov, 7/11/2017,41,52,-11,Trump,B,0.26403361,3,41.13201681,51.8679832,-10.73596639
Rasmussen Reports/Pulse Opinion Research, 7/11/2017,45,55,-10,Trump,C+,-1.4892512,2.3,44.2553744,55.7446256,-11.4892512
Ipsos, 7/11/2017,40,56,-16,Trump,B+,0.5955,3.3,40.29775,55.70225,-15.4045
YouGov, 7/4/2017,41,53,-12,Trump,B,0.26403361,3,41.13201681,52.8679832,-11.73596639
Ipsos, 7/4/2017,38,57,-19,Trump,B+,0.5955,3.3,38.29775,56.70225,-18.4045
IBD/TIPP, 6/29/2017,37,58,-21,Trump,A-,-0.78254902,3.7,36.60872549,58.39127451,-21.78254902
Fox News/Anderson Robbins Research/Shaw & Co. Research, 6/27/2017,44,50,-6,Trump,A,0.61413043,4,44.30706522,49.69293479,-5.38586957
YouGov, 6/27/2017,42,53,-11,Trump,B,0.26403361,3,42.13201681,52.8679832,-10.73596639
Rasmussen Reports/Pulse Opinion Research, 6/27/2017,46,54,-8,Trump,C+,-1.4892512,2.3,45.2553744,54.7446256,-9.4892512
Suffolk University, 6/27/2017,42,53,-11,Trump,B+,0.59554054,3.3,42.29777027,52.70222973,-10.40445946
Ipsos, 6/27/2017,35,58,-23,Trump,B+,0.5955,3.3,35.29775,57.70225,-22.4045
Quinnipiac University, 6/27/2017,40,55,-15,Trump,A-,0.06815029,3.7,40.03407515,54.96592486,-14.93184971
Marist College, 6/25/2017,38,53,-15,Trump,A,-0.45775194,4,37.77112403,53.22887597,-15.45775194
YouGov, 6/20/2017,43,51,-8,Trump,B,0.26403361,3,43.13201681,50.8679832,-7.73596639
Rasmussen Reports/Pulse Opinion Research, 6/20/2017,45,55,-10,Trump,C+,-1.4892512,2.3,44.2553744,55.7446256,-11.4892512
NBC News/Wall Street Journal, 6/20/2017,40,55,-15,Trump,A-,0.80923077,3.7,40.40461539,54.59538462,-14.19076923
Ipsos, 6/20/2017,38,59,-21,Trump,B+,0.5955,3.3,38.29775,58.70225,-20.4045
CBS News/New York Times, 6/18/2017,36,57,-21,Trump,A-,0.43547945,3.7,36.21773973,56.78226028,-20.56452055
Pew Research Center, 6/18/2017,42,54,-12,Trump,B-,0.62980392,2.7,42.31490196,53.68509804,-11.37019608
Gallup, 6/13/2017,36,59,-23,Trump,B,-0.90473684,3,35.54763158,59.45236842,-23.90473684
Rasmussen Reports/Pulse Opinion Research, 6/13/2017,45,55,-10,Trump,C+,-1.4892512,2.3,44.2553744,55.7446256,-11.4892512
YouGov, 6/13/2017,42,51,-9,Trump,B,0.26403361,3,42.13201681,50.8679832,-8.73596639
Ipsos, 6/13/2017,40,56,-16,Trump,B+,0.5955,3.3,40.29775,55.70225,-15.4045
CNBC, 6/12/2017,37,51,-14,Trump,C,0,2,37,51,-14
Public Policy Polling, 6/11/2017,41,52,-11,Trump,B,0.26406832,3,41.13203416,51.86796584,-10.73593168
Rasmussen Reports/Pulse Opinion Research, 6/6/2017,45,55,-10,Trump,C+,-1.4892512,2.3,44.2553744,55.7446256,-11.4892512
YouGov, 6/6/2017,40,56,-16,Trump,B,0.26403361,3,40.13201681,55.8679832,-15.73596639
Ipsos, 6/6/2017,38,58,-20,Trump,B+,0.5955,3.3,38.29775,57.70225,-19.4045
Quinnipiac University, 6/6/2017,34,57,-23,Trump,A-,0.06815029,3.7,34.03407515,56.96592486,-22.93184971
IBD/TIPP, 6/6/2017,37,55,-18,Trump,A-,-0.78254902,3.7,36.60872549,55.39127451,-18.78254902
Rasmussen Reports/Pulse Opinion Research, 5/30/2017,43,57,-14,Trump,C+,-1.4892512,2.3,42.2553744,57.7446256,-15.4892512
YouGov, 5/30/2017,40,53,-13,Trump,B,0.26403361,3,40.13201681,52.8679832,-12.73596639
Ipsos, 5/30/2017,40,55,-15,Trump,B+,0.5955,3.3,40.29775,54.70225,-14.4045
Fox News/Anderson Robbins Research/Shaw & Co. Research, 5/23/2017,40,53,-13,Trump,A,0.61413043,4,40.30706522,52.69293479,-12.38586957
Gallup, 5/23/2017,39,55,-16,Trump,B,-0.90473684,3,38.54763158,55.45236842,-16.90473684
Rasmussen Reports/Pulse Opinion Research, 5/23/2017,48,52,-4,Trump,C+,-1.4892512,2.3,47.2553744,52.7446256,-5.4892512
YouGov, 5/23/2017,40,53,-13,Trump,B,0.26403361,3,40.13201681,52.8679832,-12.73596639
Ipsos, 5/23/2017,37,57,-20,Trump,B+,0.5955,3.3,37.29775,56.70225,-19.4045
Quinnipiac University, 5/23/2017,37,55,-18,Trump,A-,0.06815029,3.7,37.03407515,54.96592486,-17.93184971
Monmouth University, 5/17/2017,39,54,-15,Trump,A+,1.4258947,4,39.71294735,53.28705265,-13.5741053
Gallup, 5/16/2017,38,57,-19,Trump,B,-0.90473684,3,37.54763158,57.45236842,-19.90473684
Rasmussen Reports/Pulse Opinion Research, 5/16/2017,44,56,-12,Trump,C+,-1.4892512,2.3,43.2553744,56.7446256,-13.4892512
YouGov, 5/16/2017,39,54,-15,Trump,B,0.26403361,3,39.13201681,53.8679832,-14.73596639
Ipsos, 5/16/2017,39,55,-16,Trump,B+,0.5955,3.3,39.29775,54.70225,-15.4045
Public Policy Polling, 5/14/2017,40,54,-14,Trump,B,0.26406832,3,40.13203416,53.86796584,-13.73593168
NBC News/Wall Street Journal, 5/13/2017,39,54,-15,Trump,A-,0.80923077,3.7,39.40461539,53.59538462,-14.19076923
Gallup, 5/9/2017,40,53,-13,Trump,B,-0.90473684,3,39.54763158,53.45236842,-13.90473684
Rasmussen Reports/Pulse Opinion Research, 5/9/2017,47,53,-6,Trump,C+,-1.4892512,2.3,46.2553744,53.7446256,-7.4892512
YouGov, 5/9/2017,43,52,-9,Trump,B,0.26403361,3,43.13201681,51.8679832,-8.73596639
Ipsos, 5/9/2017,43,52,-9,Trump,B+,0.5955,3.3,43.29775,51.70225,-8.4045
Quinnipiac University, 5/9/2017,36,58,-22,Trump,A-,0.06815029,3.7,36.03407515,57.96592486,-21.93184971
Gallup, 5/2/2017,42,52,-10,Trump,B,-0.90473684,3,41.54763158,52.45236842,-10.90473684
Rasmussen Reports/Pulse Opinion Research, 5/2/2017,49,51,-2,Trump,C+,-1.4892512,2.3,48.2553744,51.7446256,-3.4892512
IBD/TIPP, 5/4/2017,39,54,-15,Trump,A-,-0.78254902,3.7,38.60872549,54.39127451,-15.78254902
YouGov, 5/2/2017,46,47,-1,Trump,B,0.26403361,3,46.13201681,46.8679832,-0.73596639
Ipsos, 5/2/2017,44,51,-7,Trump,B+,0.5955,3.3,44.29775,50.70225,-6.4045
Fox News/Anderson Robbins Research/Shaw & Co. Research, 4/25/2017,45,48,-3,Trump,A,0.61413043,4,45.30706522,47.69293479,-2.38586957
YouGov, 4/25/2017,45,49,-4,Trump,B,0.26403361,3,45.13201681,48.8679832,-3.73596639
Gallup, 4/25/2017,39,56,-17,Trump,B,-0.90473684,3,38.54763158,56.45236842,-17.90473684
Rasmussen Reports/Pulse Opinion Research, 4/25/2017,46,54,-8,Trump,C+,-1.4892512,2.3,45.2553744,54.7446256,-9.4892512
CBS News/New York Times, 4/24/2017,41,53,-12,Trump,A-,0.43547945,3.7,41.21773973,52.78226028,-11.56452055
Ipsos, 4/25/2017,41,53,-12,Trump,B+,0.5955,3.3,41.29775,52.70225,-11.4045
CNN/Opinion Research Corp., 4/25/2017,44,54,-10,Trump,B+,0.0607,3.3,44.03035,53.96965,-9.9393
ABC News/Washington Post, 4/20/2017,42,53,-11,Trump,A+,0.61341176,4,42.30670588,52.69329412,-10.38658824
NBC News/Wall Street Journal, 4/20/2017,40,54,-14,Trump,A-,0.80923077,3.7,40.40461539,53.59538462,-13.19076923
Public Policy Polling, 4/18/2017,43,50,-7,Trump,B,0.26406832,3,43.13203416,49.86796584,-6.73593168
Rasmussen Reports/Pulse Opinion Research, 4/18/2017,48,52,-4,Trump,C+,-1.4892512,2.3,47.2553744,52.7446256,-5.4892512
Gallup, 4/18/2017,42,52,-10,Trump,B,-0.90473684,3,41.54763158,52.45236842,-10.90473684
YouGov, 4/18/2017,44,50,-6,Trump,B,0.26403361,3,44.13201681,49.8679832,-5.73596639
Quinnipiac University, 4/18/2017,40,56,-16,Trump,A-,0.06815029,3.7,40.03407515,55.96592486,-15.93184971
Ipsos, 4/17/2017,43,52,-9,Trump,B+,0.5955,3.3,43.29775,51.70225,-8.4045
Marist College, 4/12/2017,39,49,-10,Trump,A,-0.45775194,4,38.77112403,49.22887597,-10.45775194
YouGov, 4/11/2017,43,52,-9,Trump,B,0.26403361,3,43.13201681,51.8679832,-8.73596639
Gallup, 4/11/2017,41,52,-11,Trump,B,-0.90473684,3,40.54763158,52.45236842,-11.90473684
Rasmussen Reports/Pulse Opinion Research, 4/11/2017,47,53,-6,Trump,C+,-1.4892512,2.3,46.2553744,53.7446256,-7.4892512
CBS News/New York Times, 4/9/2017,43,49,-6,Trump,A-,0.43547945,3.7,43.21773973,48.78226028,-5.56452055
Pew Research Center, 4/11/2017,42,52,-10,Trump,B-,0.62980392,2.7,42.31490196,51.68509804,-9.37019608
CNBC, 4/6/2017,39,48,-9,Trump,C,0,2,39,48,-9
Gallup, 4/4/2017,42,52,-10,Trump,B,-0.90473684,3,41.54763158,52.45236842,-10.90473684
Rasmussen Reports/Pulse Opinion Research, 4/4/2017,46,54,-8,Trump,C+,-1.4892512,2.3,45.2553744,54.7446256,-9.4892512
YouGov, 4/4/2017,43,50,-7,Trump,B,0.26403361,3,43.13201681,49.8679832,-6.73596639
Ipsos, 4/4/2017,46,50,-4,Trump,B+,0.5955,3.3,46.29775,49.70225,-3.4045
Quinnipiac University, 4/3/2017,35,57,-22,Trump,A-,0.06815029,3.7,35.03407515,56.96592486,-21.93184971
Public Policy Polling, 3/28/2017,40,53,-13,Trump,B,0.26406832,3,40.13203416,52.86796584,-12.73593168
IBD/TIPP, 3/30/2017,34,56,-22,Trump,A-,-0.78254902,3.7,33.60872549,56.39127451,-22.78254902
Gallup, 3/28/2017,35,59,-24,Trump,B,-0.90473684,3,34.54763158,59.45236842,-24.90473684
Rasmussen Reports/Pulse Opinion Research, 3/28/2017,44,56,-12,Trump,C+,-1.4892512,2.3,43.2553744,56.7446256,-13.4892512
YouGov, 3/28/2017,45,50,-5,Trump,B,0.26403361,3,45.13201681,49.8679832,-4.73596639
CBS News/New York Times, 3/28/2017,40,52,-12,Trump,A-,0.43547945,3.7,40.21773973,51.78226028,-11.56452055
Ipsos, 3/28/2017,44,49,-5,Trump,B+,0.5955,3.3,44.29775,48.70225,-4.4045
Marist College, 3/27/2017,38,51,-13,Trump,A,-0.45775194,4,37.77112403,51.22887597,-13.45775194
Gallup, 3/21/2017,40,55,-15,Trump,B,-0.90473684,3,39.54763158,55.45236842,-15.90473684
Rasmussen Reports/Pulse Opinion Research, 3/21/2017,46,54,-8,Trump,C+,-1.4892512,2.3,45.2553744,54.7446256,-9.4892512
YouGov, 3/21/2017,44,49,-5,Trump,B,0.26403361,3,44.13201681,48.8679832,-4.73596639
Ipsos, 3/21/2017,47,47,0,Trump,B+,0.5955,3.3,47.29775,46.70225,0.5955
Quinnipiac University, 3/21/2017,37,56,-19,Trump,A-,0.06815029,3.7,37.03407515,55.96592486,-18.93184971
YouGov, 3/14/2017,44,49,-5,Trump,B,0.26403361,3,44.13201681,48.8679832,-4.73596639
Fox News/Anderson Robbins Research/Shaw & Co. Research, 3/14/2017,43,51,-8,Trump,A,0.61413043,4,43.30706522,50.69293479,-7.38586957
Gallup, 3/14/2017,40,54,-14,Trump,B,-0.90473684,3,39.54763158,54.45236842,-14.90473684
Rasmussen Reports/Pulse Opinion Research, 3/14/2017,45,54,-9,Trump,C+,-1.4892512,2.3,44.2553744,54.7446256,-10.4892512
Ipsos, 3/14/2017,45,49,-4,Trump,B+,0.5955,3.3,45.29775,48.70225,-3.4045
Public Policy Polling, 3/12/2017,43,50,-7,Trump,B,0.26406832,3,43.13203416,49.86796584,-6.73593168
YouGov, 3/7/2017,44,50,-6,Trump,B,0.26403361,3,44.13201681,49.8679832,-5.73596639
Gallup, 3/7/2017,42,53,-11,Trump,B,-0.90473684,3,41.54763158,53.45236842,-11.90473684
Rasmussen Reports/Pulse Opinion Research, 3/7/2017,49,51,-2,Trump,C+,-1.4892512,2.3,48.2553744,51.7446256,-3.4892512
Ipsos, 3/7/2017,48,46,2,Trump,B+,0.5955,3.3,48.29775,45.70225,2.5955
Quinnipiac University, 3/6/2017,41,52,-11,Trump,A-,0.06815029,3.7,41.03407515,51.96592486,-10.93184971
Monmouth University, 3/5/2017,44,46,-2,Trump,A+,1.4258947,4,44.71294735,45.28705265,-0.5741053
Suffolk University, 3/5/2017,47,44,3,Trump,B+,0.59554054,3.3,47.29777027,43.70222973,3.59554054
CNN/Opinion Research Corp., 3/4/2017,45,52,-7,Trump,B+,0.0607,3.3,45.03035,51.96965,-6.9393
YouGov, 3/1/2017,45,51,-6,Trump,B,0.26403361,3,45.13201681,50.8679832,-5.73596639
IBD/TIPP, 3/4/2017,41,53,-12,Trump,A-,-0.78254902,3.7,40.60872549,53.39127451,-12.78254902
Gallup, 2/28/2017,43,52,-9,Trump,B,-0.90473684,3,42.54763158,52.45236842,-9.90473684
Rasmussen Reports/Pulse Opinion Research, 2/28/2017,50,50,0,Trump,C+,-1.4892512,2.3,49.2553744,50.7446256,-1.4892512
Ipsos, 2/28/2017,46,48,-2,Trump,B+,0.5955,3.3,46.29775,47.70225,-1.4045
Public Policy Polling, 2/22/2017,45,48,-3,Trump,B,0.26406832,3,45.13203416,47.86796584,-2.73593168
NBC News/Wall Street Journal, 2/22/2017,44,48,-4,Trump,A-,0.80923077,3.7,44.40461539,47.59538462,-3.19076923
CBS News/New York Times, 2/21/2017,39,51,-12,Trump,A-,0.43547945,3.7,39.21773973,50.78226028,-11.56452055
Gallup, 2/21/2017,42,52,-10,Trump,B,-0.90473684,3,41.54763158,52.45236842,-10.90473684
Rasmussen Reports/Pulse Opinion Research, 2/21/2017,51,49,2,Trump,C+,-1.4892512,2.3,50.2553744,49.7446256,0.5107488
Ipsos, 2/21/2017,45,50,-5,Trump,B+,0.5955,3.3,45.29775,49.70225,-4.4045
YouGov, 2/20/2017,48,48,0,Trump,B,0.26403361,3,48.13201681,47.8679832,0.26403361
Quinnipiac University, 2/21/2017,38,55,-17,Trump,A-,0.06815029,3.7,38.03407515,54.96592486,-16.93184971
Marist College, 2/19/2017,41,49,-8,Trump,A,-0.45775194,4,40.77112403,49.22887597,-8.45775194
Gallup, 2/14/2017,40,53,-13,Trump,B,-0.90473684,3,39.54763158,53.45236842,-13.90473684
YouGov, 2/14/2017,46,49,-3,Trump,B,0.26403361,3,46.13201681,48.8679832,-2.73596639
Rasmussen Reports/Pulse Opinion Research, 2/14/2017,53,47,6,Trump,C+,-1.4892512,2.3,52.2553744,47.7446256,4.5107488
Fox News/Anderson Robbins Research/Shaw & Co. Research, 2/13/2017,48,47,1,Trump,A,0.61413043,4,48.30706522,46.69293479,1.61413043
Ipsos, 2/14/2017,46,50,-4,Trump,B+,0.5955,3.3,46.29775,49.70225,-3.4045
Pew Research Center, 2/12/2017,42,54,-12,Trump,B-,0.62980392,2.7,42.31490196,53.68509804,-11.37019608
Public Policy Polling, 2/8/2017,43,53,-10,Trump,B,0.26406832,3,43.13203416,52.86796584,-9.73593168
YouGov, 2/7/2017,44,49,-5,Trump,B,0.26403361,3,44.13201681,48.8679832,-4.73596639
Gallup, 2/7/2017,43,52,-9,Trump,B,-0.90473684,3,42.54763158,52.45236842,-9.90473684
Emerson College, 2/6/2017,48,47,1,Trump,B+,0.10647727,3.3,48.05323864,46.94676137,1.10647727
Rasmussen Reports/Pulse Opinion Research, 2/7/2017,53,47,6,Trump,C+,-1.4892512,2.3,52.2553744,47.7446256,4.5107488
Ipsos, 2/7/2017,48,47,1,Trump,B+,0.5955,3.3,48.29775,46.70225,1.5955
Quinnipiac University, 2/6/2017,42,51,-9,Trump,A-,0.06815029,3.7,42.03407515,50.96592486,-8.93184971
CBS News/New York Times, 2/2/2017,40,48,-8,Trump,A-,0.43547945,3.7,40.21773973,47.78226028,-7.56452055
