1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
2086,NV,Nevada,2,H6NV02255,,Rick,Shephard,Shephard; Rick,,D,8983,35.76%,,,,,,,,,,
2087,NV,Nevada,2,H4NV02136,,Vance,Alm,Alm; Vance,,D,4803,19.12%,,,,,,,,,,
2088,NV,Nevada,2,n/a,,,,,Party Votes:,D,25119,,,,,,,,,,,
2089,NV,Nevada,2,H8NV02079,,John H.,Everhart,Everhart; John H.,,IAP,,,,,8693,2.77%,,,,,,
2090,NV,Nevada,2,H6NV02263,,Drew ,Knight,Knight; Drew ,,NPY,,,,,6245,1.99%,,,,,,
2091,NV,Nevada,2,n/a,,,,,District Votes:,,25119,,,,313336,,,,,,,
2092,NV,Nevada,2,n/a,,,,,,,,,,,,,,,,,,
2093,NV,Nevada,3,H6NV03139,,Jacky,Rosen,Rosen; Jacky,,D,14221,62.19%,,,146869,47.23%,,,,,W,
2094,NV,Nevada,3,H6NV03089,,Jesse,Sbaih,Sbaih; Jesse,,D,2928,12.80%,,,,,,,,,,
2095,NV,Nevada,3,H6NV03014,,Barry,Michaels,Michaels; Barry,,D,2219,9.70%,,,,,,,,,,
2096,NV,Nevada,3,H6NV03154,,Steven M.,Schiffman,Schiffman; Steven M.,,D,1237,5.41%,,,,,,,,,,
2097,NV,Nevada,3,H6NV03147,,Alex Channing,Singer,Singer; Alex Channing,,D,1208,5.28%,,,,,,,,,,
2098,NV,Nevada,3,H6NV03170,,Neil M.,Waite,Waite; Neil M.,,D,1055,4.61%,,,,,,,,,,
2099,NV,Nevada,3,n/a,,,,,Party Votes:,D,22868,,,,,,,,,,,
2100,NV,Nevada,3,H2NV04045,,Danny,Tarkanian,Tarkanian; Danny,,R,9002,31.98%,,,142926,45.96%,,,,,,
2101,NV,Nevada,3,H6NV03063,,Michael,Roberson,Roberson; Michael,,R,6759,24.01%,,,,,,,,,,
2102,NV,Nevada,3,H6NV03105,,Michele,Fiore,Fiore; Michele,,R,5124,18.21%,,,,,,,,,,
2103,NV,Nevada,3,H6NV03071,,Andy,Matthews,Matthews; Andy,,R,3975,14.12%,,,,,,,,,,
2104,NV,Nevada,3,H6NV03121,,Kerry,Bowers,Bowers; Kerry,,R,1569,5.57%,,,,,,,,,,
2105,NV,Nevada,3,H4NV01153,,Annette,Teijeiro,Teijeiro; Annette,,R,1336,4.75%,,,,,,,,,,
2106,NV,Nevada,3,H6NV03113,,Sami,Khal,Khal; Sami,,R,381,1.35%,,,,,,,,,,
2107,NV,Nevada,3,n/a,,,,,Party Votes:,R,28146,,,,,,,,,,,
2108,NV,Nevada,3,H6NV03162,,Warren,Markowitz,Markowitz; Warren,,IAP,,,,,11602,3.73%,,,,,,
2109,NV,Nevada,3,H4NV03126,,David,Goossen,Goossen; David,,NPY,,,,,9566,3.08%,,,,,,
2110,NV,Nevada,3,n/a,,,,,District Votes:,,51014,,,,310963,,,,,,,
2111,NV,Nevada,3,n/a,,,,,,,,,,,,,,,,,,
2112,NV,Nevada,4,H2NV00050,,Ruben,Kihuen,Kihuen; Ruben,,D,12221,39.94%,,,128985,48.52%,,,,,W,
2113,NV,Nevada,4,H6NV04012,,Lucy,Flores,Flores; Lucy,,D,7854,25.66%,,,,,,,,,,
2114,NV,Nevada,4,H6NV04020,,Susie,Lee,Lee; Susie,,D,6407,20.94%,,,,,,,,,,
2115,NV,Nevada,4,H6NV04095,,Morse Jr.,Arberry,Arberry; Morse; Jr.,,D,1902,6.22%,,,,,,,,,,
2116,NV,Nevada,4,H6NV04079,,Rodney,Smith,Smith; Rodney,,D,869,2.84%,,,,,,,,,,
2117,NV,Nevada,4,H6NV04053,,Mike ,Schaefer,Schaefer; Mike ,,D,773,2.53%,,,,,,,,,,
2118,NV,Nevada,4,H6NV04046,,Dan,Rolle,Rolle; Dan,,D,336,1.10%,,,,,,,,,,
2119,NV,Nevada,4,H6NV04061,,Brandon,Casutt,Casutt; Brandon,,D,240,0.78%,,,,,,,,,,
2120,NV,Nevada,4,n/a,,,,,Party Votes:,D,30602,,,,,,,,,,,
2121,NV,Nevada,4,H4NV04017,(I),Cresent,Hardy,Hardy; Cresent,,R,18610,76.79%,,,118328,44.51%,,,,,,
2122,NV,Nevada,4,H4NV04033,,Mike ,Monroe,Monroe; Mike ,,R,4336,17.89%,,,,,,,,,,
2123,NV,Nevada,4,H6NV04087,,Wayne,Villines,Villines; Wayne,,R,1290,5.32%,,,,,,,,,,
2124,NV,Nevada,4,n/a,,,,,Party Votes:,R,24236,,,,,,,,,,,
2125,NV,Nevada,4,H4NV04058,,Steve,Brown,Brown; Steve,,LIB,,,,,10206,3.84%,,,,,,
2126,NV,Nevada,4,H6NV04103,,Mike ,Little,Little; Mike ,,IAP,,,,,8327,3.13%,,,,,,
2127,NV,Nevada,4,n/a,,,,,District Votes:,,54838,,,,265846,,,,,,,
2128,NV,Nevada,4,n/a,,,,,,,,,,,,,,,,,,
2129,NV,Nevada,H,n/a,,,,,Total State Votes:,,160189,,,,1078497,,,,,,,
2130,,,,n/a,,,,,,,,,,,,,,,,,,
2131,NH,New Hampshire,,n/a,,,,,,,,,,,,,,,,,,
2132,NH,New Hampshire,1,H6NH01230,(I),Carol ,Shea-Porter,Shea-Porter; Carol ,,D,32409,98.82%,,,162080,44.29%,,,,,W,
2133,NH,New Hampshire,1,n/a,,,Scattered,Scattered,,W(D),236,0.72%,,,,,,,,,,
2134,NH,New Hampshire,1,H0NH01225,,Rich,Ashooh,Ashooh; Rich,,W(D),88,0.27%,,,,,,,,,,
2135,NH,New Hampshire,1,H0NH01217,,Frank,Guinta,Guinta; Frank,,W(D),59,0.18%,,,,,,,,,,
2136,NH,New Hampshire,1,H6NH01263,,Michael ,Callis,Callis; Michael ,,W(D),3,0.01%,,,,,,,,,,
2137,NH,New Hampshire,1,n/a,,,,,Party Votes:,D,32795,,,,,,,,,,,
2138,NH,New Hampshire,1,H0NH01217,,Frank,Guinta,Guinta; Frank,,R,26400,46.47%,,,157176,42.95%,,,,,,
2139,NH,New Hampshire,1,H0NH01225,,Rich,Ashooh,Ashooh; Rich,,R/W,25678,45.20%,,,55,0.02%,,,,,,
2140,NH,New Hampshire,1,H6NH01263,,Michael ,Callis,Callis; Michael ,,R,2243,3.95%,,,,,,,,,,
2141,NH,New Hampshire,1,H6NH01305,,Robert,Risley,Risley; Robert,,R,1347,2.37%,,,,,,,,,,
2142,NH,New Hampshire,1,H6NH01289,,Jamieson Hale,Gradert,Gradert; Jamieson Hale,,R,1031,1.81%,,,,,,,,,,
2143,NH,New Hampshire,1,n/a,,,Scattered,Scattered,,W(R),62,0.11%,,,,,,,,,,
2144,NH,New Hampshire,1,H6NH01230,(I),Carol ,Shea-Porter,Shea-Porter; Carol ,,W(R),49,0.09%,,,,,,,,,,
2145,NH,New Hampshire,1,n/a,,,,,Party Votes:,R,56810,,,,,,,,,,,
2146,NH,New Hampshire,1,H6NH01271,,Shawn P.,O'Connor,O'Connor; Shawn P.,,IND,,,,,34735,9.49%,,,,,,
2147,NH,New Hampshire,1,H4NH01235,,Brendan,Kelly,Kelly; Brendan,,IND,,,,,6074,1.66%,,,,,,
2148,NH,New Hampshire,1,H6NH01313,,Robert,Lombardo,Lombardo; Robert,,LIB,,,,,5507,1.50%,,,,,,
2149,NH,New Hampshire,1,n/a,,,Scattered,Scattered,,W,,,,,194,0.05%,,,,,,
2150,NH,New Hampshire,1,n/a,,John,Potucek,Potucek; John,,W,,,,,163,0.04%,,,,,,
2151,NH,New Hampshire,1,n/a,,,,,District Votes:,,89605,,,,365984,,,,,,,
2152,NH,New Hampshire,1,n/a,,,,,,,,,,,,,,,,,,
2153,NH,New Hampshire,2,H0NH02181,(I),Ann McLane,Kuster,Kuster; Ann McLane,,D,36683,99.33%,,,174495,49.74%,,,,,W,
2154,NH,New Hampshire,2,n/a,,,Scattered,Scattered,,W(D),177,0.48%,,,,,,,,,,
2155,NH,New Hampshire,2,H4NH02258,,Jim,Lawrence,Lawrence; Jim,,W(D),29,0.08%,,,,,,,,,,
2156,NH,New Hampshire,2,H6NH02162,,Jack B.,Flanagan,Flanagan; Jack B.,,W(D),19,0.05%,,,,,,,,,,
2157,NH,New Hampshire,2,H6NH02212,,Walter W.,Kelly,Kelly; Walter W.,,W(D),7,0.02%,,,,,,,,,,
2158,NH,New Hampshire,2,H6NH02196,,Andy,Martin,Martin; Andy,,W(D),7,0.02%,,,,,,,,,,
2159,NH,New Hampshire,2,H6NH02220,,Jay,Mercer,Mercer; Jay,,W(D),5,0.01%,,,,,,,,,,
2160,NH,New Hampshire,2,H6NH02204,,Eric P.,Estevez,Estevez; Eric P.,,W(D),4,0.01%,,,,,,,,,,
2161,NH,New Hampshire,2,H6NH02170,,Casey,Newell,Newell; Casey,,W(D),1,0.00%,,,,,,,,,,
2162,NH,New Hampshire,2,n/a,,,,,Party Votes:,D,36932,,,,,,,,,,,
2163,NH,New Hampshire,2,H4NH02258,,Jim,Lawrence,Lawrence; Jim,,R,17180,39.69%,,,158973,45.32%,,,,,,
2164,NH,New Hampshire,2,H6NH02162,,Jack B.,Flanagan,Flanagan; Jack B.,,R,12046,27.83%,,,,,,,,,,
2165,NH,New Hampshire,2,H6NH02212,,Walter W.,Kelly,Kelly; Walter W.,,R,4287,9.90%,,,,,,,,,,
2166,NH,New Hampshire,2,H6NH02196,,Andy,Martin,Martin; Andy,,R,3145,7.27%,,,,,,,,,,
2167,NH,New Hampshire,2,H6NH02204,,Eric P.,Estevez,Estevez; Eric P.,,R,2443,5.64%,,,,,,,,,,
2168,NH,New Hampshire,2,H6NH02220,,Jay,Mercer,Mercer; Jay,,R,2113,4.88%,,,,,,,,,,
2169,NH,New Hampshire,2,H6NH02170,,Casey,Newell,Newell; Casey,,R,1839,4.25%,,,,,,,,,,
2170,NH,New Hampshire,2,n/a,,,Scattered,Scattered,,W(R),169,0.39%,,,,,,,,,,
2171,NH,New Hampshire,2,H0NH02181,(I),Ann McLane,Kuster,Kuster; Ann McLane,,W(R),63,0.15%,,,,,,,,,,
2172,NH,New Hampshire,2,n/a,,,,,Party Votes:,R,43285,,,,,,,,,,,
2173,NH,New Hampshire,2,H6NH02246,,John J.,Babiarz,Babiarz; John J.,,IND,,,,,17088,4.87%,,,,,,
2174,NH,New Hampshire,2,n/a,,,Scattered,Scattered,,W,,,,,237,0.07%,,,,,,
2175,NH,New Hampshire,2,n/a,,,,,District Votes:,,80217,,,,350793,,,,,,,
2176,NH,New Hampshire,H,n/a,,,,,Total State Votes:,,169822,,,,716777,,,,,,,
2177,,,,n/a,,,,,,,,,,,,,,,,,,
2178,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
2179,NJ,New Jersey,1,H4NJ01084,(I),Donald W.,Norcross,Norcross; Donald W.,,D,56753,70.29%,,,183231,59.98%,,,,,W,
2180,NJ,New Jersey,1,H6NJ01188,,Alex,Law,Law; Alex,,D,23986,29.71%,,,,,,,,,,
2181,NJ,New Jersey,1,n/a,,,,,Party Votes:,D,80739,,,,,,,,,,,
2182,NJ,New Jersey,1,H6NJ01204,,Bob,Patterson,Patterson; Bob,,R,23813,,,,112388,36.79%,,,,,,
2183,NJ,New Jersey,1,n/a,,,,,Party Votes:,R,23813,,,,,,,,,,,
2184,NJ,New Jersey,1,H4NJ01142,,Scot John,Tomaszewski,Tomaszewski; Scot John,,WDB,,,,,5473,1.79%,,,,,,
2185,NJ,New Jersey,1,H6NJ01212,,William F. IV,Sihr,Sihr; William F.; IV,,LIB,,,,,2410,0.79%,,,,,,
2186,NJ,New Jersey,1,H4NJ01159,,Michael ,Berman,Berman; Michael ,,AO,,,,,1971,0.65%,,,,,,
2187,NJ,New Jersey,1,n/a,,,,,District Votes:,,104552,,,,305473,,,,,,,
2188,NJ,New Jersey,1,n/a,,,,,,,,,,,,,,,,,,
2189,NJ,New Jersey,2,H2NJ02037,(I),Frank A.,LoBiondo,LoBiondo; Frank A.,,R,39913,100.00%,,,176338,59.21%,,,,,W,
2190,NJ,New Jersey,2,n/a,,,,,Party Votes:,R,39913,,,,,,,,,,,
2191,NJ,New Jersey,2,H4NJ02157,,David H.,Cole,Cole; David H.,,D,33961,81.07%,,,110838,37.22%,,,,,,
2192,NJ,New Jersey,2,H0NJ02098,,"Costantino ""Tino""",Rozzo,"Rozzo; Costantino ""Tino""",,D,7932,18.93%,,,,,,,,,,
2193,NJ,New Jersey,2,n/a,,,,,Party Votes:,D,41893,,,,,,,,,,,
2194,NJ,New Jersey,2,H2NJ02177,,John,Ordille,Ordille; John,,LIB,,,,,3773,1.27%,,,,,,
2195,NJ,New Jersey,2,H6NJ02194 ,,James,Keenan,Keenan; James,,MGW,,,,,2653,0.89%,,,,,,
2196,NJ,New Jersey,2, H6NJ02210,,Steven,Fenichel,Fenichel; Steven,,RNN,,,,,1574,0.53%,,,,,,
2197,NJ,New Jersey,2,H6NJ02186,,Eric,Beechwood,Beechwood; Eric,,PIP,,,,,1387,0.47%,,,,,,
2198,NJ,New Jersey,2,H6NJ02202,,Gabriel Brian,Franco,Franco; Gabriel Brian,,FPR,,,,,1232,0.41%,,,,,,
2199,NJ,New Jersey,2,n/a,,,,,,,,,,,,,,,,,,
2200,NJ,New Jersey,2,n/a,,,,,District Votes:,,81806,,,,297795,,,,,,,
2201,NJ,New Jersey,2,n/a,,,,,,,,,,,,,,,,,,
2202,NJ,New Jersey,3,H4NJ03130,(I),Tom,MacArthur,MacArthur; Tom,,R,46264,100.00%,,,194596,59.32%,,,,,W,
2203,NJ,New Jersey,3,n/a,,,,,Party Votes:,R,46264,,,,,,,,,,,
2204,NJ,New Jersey,3,H4NJ03163,,Frederick John,LaVergne,LaVergne; Frederick John,,D,32963,62.80%,,,127526,38.87%,,,,,,
2205,NJ,New Jersey,3,H6NJ03143,,Jim,Keady,Keady; Jim,,D,19526,37.20%,,,,,,,,,,
2206,NJ,New Jersey,3,n/a,,,,,Party Votes:,D,52489,,,,,,,,,,,
2207,NJ,New Jersey,3,H6NJ03150,,Lawrence W. Jr.,Berlinski,Berlinski; Lawrence W.; Jr.,,CON,,,,,5938,1.81%,,,,,,
2208,NJ,New Jersey,3,n/a,,,,,District Votes:,,98753,,,,328060,,,,,,,
2209,NJ,New Jersey,3,n/a,,,,,,,,,,,,,,,,,,
2210,NJ,New Jersey,4,H8NJ04014,(I),Christopher H.,Smith,Smith; Christopher H.,,R,41789,91.98%,,,211992,63.72%,,,,,W,
2211,NJ,New Jersey,4,H6NJ04166 ,,Bruce C.,Mac Donald,Mac Donald; Bruce C.,,R,3645,8.02%,,,,,,,,,,
2212,NJ,New Jersey,4,n/a,,,,,Party Votes:,R,45434,,,,,,,,,,,
2213,NJ,New Jersey,4,H6NJ04158,,Lorna,Phillipson,Phillipson; Lorna,,D,40528,100.00%,,,111532,33.52%,,,,,,
2214,NJ,New Jersey,4,n/a,,,,,Party Votes:,D,40528,,,,,,,,,,,
2215,NJ,New Jersey,4,H6NJ04182,,Hank,Schroeder,Schroeder; Hank,,EG,,,,,5840,1.76%,,,,,,
2216,NJ,New Jersey,4,H6NJ04174,,Jeremy,Marcus,Marcus; Jeremy,,LIB,,,,,3320,1.00%,,,,,,
2217,NJ,New Jersey,4,n/a,,,,,District Votes:,,85962,,,,332684,,,,,,,
2218,NJ,New Jersey,4,n/a,,,,,,,,,,,,,,,,,,
2219,NJ,New Jersey,5,H6NJ05171,,Joshua S.,Gottheimer,Gottheimer; Joshua S.,,D,43250,100.00%,,,172587,51.11%,,,,,W,
2220,NJ,New Jersey,5,n/a,,,,,Party Votes:,D,43250,,,,,,,,,,,
2221,NJ,New Jersey,5,H8NJ05052,(I),Scott,Garrett,Garrett; Scott,,R,42179,82.20%,,,157690,46.70%,,,,,,
2222,NJ,New Jersey,5,H2NJ05261,,Michael J.,Cino,Cino; Michael J.,,R,4884,9.52%,,,,,,,,,,
2223,NJ,New Jersey,5, H6NJ05197 ,,Peter,Vallorosi,Vallorosi; Peter,,R,4252,8.29%,,,,,,,,,,
2224,NJ,New Jersey,5,n/a,,,,,Party Votes:,R,51315,,,,,,,,,,,
2225,NJ,New Jersey,5,H6NJ05205,,Claudio,Belusic,Belusic; Claudio,,LIB,,,,,7424,2.20%,,,,,,
2226,NJ,New Jersey,5,n/a,,,,,District Votes:,,94565,,,,337701,,,,,,,
2227,NJ,New Jersey,5,n/a,,,,,,,,,,,,,,,,,,
2228,NJ,New Jersey,6,H8NJ03073,(I),Frank Jr.,Pallone,Pallone; Frank; Jr.,,D,52231,100.00%,,,167895,63.73%,,,,,W,
2229,NJ,New Jersey,6,n/a,,,,,Party Votes:,D,52231,,,,,,,,,,,
2230,NJ,New Jersey,6,H6NJ06229,,Brent,Sonnek-Schmelz,Sonnek-Schmelz; Brent,,R,17856,100.00%,,,91908,34.89%,,,,,,
2231,NJ,New Jersey,6,n/a,,,,,Party Votes:,R,17856,,,,,,,,,,,
2232,NJ,New Jersey,6,H6NJ06237,,Rajit B.,Malliah,Malliah; Rajit B.,,GRE,,,,,1912,0.73%,,,,,,
2233,NJ,New Jersey,6,H6NJ06245,,Judith ,Shamy,Shamy; Judith ,,LIB,,,,,1720,0.65%,,,,,,
2234,NJ,New Jersey,6,n/a,,,,,District Votes:,,70087,,,,263435,,,,,,,
2235,NJ,New Jersey,6,n/a,,,,,,,,,,,,,,,,,,
2236,NJ,New Jersey,7,H6NJ12136,(I),Leonard,Lance,Lance; Leonard,,R,31807,53.90%,,,185850,54.08%,,,,,W,
2237,NJ,New Jersey,7,H6NJ07169,,David,Larsen,Larsen; David,,R,19425,32.92%,,,,,,,,,,
2238,NJ,New Jersey,7,H6NJ07177,,Craig P.,Heard,Heard; Craig P.,,R,7774,13.17%,,,,,,,,,,
2239,NJ,New Jersey,7,n/a,,,,,Party Votes:,R,59006,,,,,,,,,,,
2240,NJ,New Jersey,7,H6NJ07151,,Peter,Jacob,Jacob; Peter,,D,46152,100.00%,,,148188,43.12%,,,,,,
2241,NJ,New Jersey,7,n/a,,,,,Party Votes:,D,46152,,,,,,,,,,,
2242,NJ,New Jersey,7,H6NJ07193,,Dan,O'Neill,O'Neill; Dan,,LIB,,,,,5343,1.55%,,,,,,
2243,NJ,New Jersey,7,H6NJ07185,,Arthur T. Jr.,Haussmann,Haussmann; Arthur T.; Jr.,,CON,,,,,4254,1.24%,,,,,,
2244,NJ,New Jersey,7,n/a,,,,,District Votes:,,105158,,,,343635,,,,,,,
2245,NJ,New Jersey,7,n/a,,,,,,,,,,,,,,,,,,
2246,NJ,New Jersey,8,H6NJ13191,(I),Albio,Sires,Sires; Albio,,D,45988,86.90%,,,134733,77.04%,,,,,W,
2247,NJ,New Jersey,8,H6NJ08159,,Eloy J.,Delgado,Delgado; Eloy J.,,D,6933,13.10%,,,,,,,,,,
2248,NJ,New Jersey,8,n/a,,,,,Party Votes:,D,52921,,,,,,,,,,,
2249,NJ,New Jersey,8,H6NJ08167,,Agha,Khan,Khan; Agha,,R,4679,100.00%,,,32337,18.49%,,,,,,
2250,NJ,New Jersey,8,n/a,,,,,Party Votes:,R,4679,,,,,,,,,,,
2251,NJ,New Jersey,8,H2NJ08224,,Pablo ,Olivera,Olivera; Pablo ,,WUA,,,,,4381,2.51%,,,,,,
2252,NJ,New Jersey,8,H6NJ08175 ,,Dan,Delaney,Delaney; Dan,,LIB,,,,,3438,1.97%,,,,,,
2253,NJ,New Jersey,8,n/a,,,,,District Votes:,,57600,,,,174889,,,,,,,
2254,NJ,New Jersey,8,n/a,,,,,,,,,,,,,,,,,,
2255,NJ,New Jersey,9,H6NJ08118,(I),Bill Jr.,Pascrell,Pascrell; Bill; Jr.,,D,47671,100.00%,,,162642,69.73%,,,,,W,
2256,NJ,New Jersey,9,n/a,,,,,Party Votes:,D,47671,,,,,,,,,,,
2257,NJ,New Jersey,9,H6NJ09231,,Hector L.,Castillo,Castillo; Hector L.,,R,12757,100.00%,,,65376,28.03%,,,,,,
2258,NJ,New Jersey,9,n/a,,,,,Party Votes:,R,12757,,,,,,,,,,,
2259,NJ,New Jersey,9,H6NJ09256,,Diego,Rivera,Rivera; Diego,,LIB,,,,,3327,1.43%,,,,,,
2260,NJ,New Jersey,9,H6NJ09249,,Jeff,Boss,Boss; Jeff,,NSA,,,,,1897,0.81%,,,,,,
2261,NJ,New Jersey,9,n/a,,,,,District Votes:,,60428,,,,233242,,,,,,,
2262,NJ,New Jersey,9,n/a,,,,,,,,,,,,,,,,,,
2263,NJ,New Jersey,10,H2NJ10154,(I),Donald M. Jr.,Payne,Payne; Donald M.; Jr.,,D,75175,100.00%,,,190856,85.67%,,,,,W,
2264,NJ,New Jersey,10,n/a,,,,,Party Votes:,D,75175,,,,,,,,,,,
2265,NJ,New Jersey,10,H0NJ10133,,David H.,Pinckney,Pinckney; David H.,,R,3395,100.00%,,,26450,11.87%,,,,,,
2266,NJ,New Jersey,10,n/a,,,,,Party Votes:,R,3395,,,,,,,,,,,
2267,NJ,New Jersey,10,H0NJ10182,,Joanne,Miller,Miller; Joanne,,WOP,,,,,3719,1.67%,,,,,,
2268,NJ,New Jersey,10,H4NJ10085,,Aaron Walter,Fraser,Fraser; Aaron Walter,,NBP,,,,,1746,0.78%,,,,,,
2269,NJ,New Jersey,10,n/a,,,,,District Votes:,,78570,,,,222771,,,,,,,
2270,NJ,New Jersey,10,n/a,,,,,,,,,,,,,,,,,,
2271,NJ,New Jersey,11,H2NJ05014,(I),Rodney P.,Frelinghuysen,Frelinghuysen; Rodney P.,,R,44618,76.23%,,,194299,58.00%,,,,,W,
2272,NJ,New Jersey,11,H4NJ11109,,Rick,Van Glahn,Van Glahn; Rick,,R,13909,23.77%,,,,,,,,,,
2273,NJ,New Jersey,11,n/a,,,,,Party Votes:,R,58527,,,,,,,,,,,
2274,NJ,New Jersey,11,H6NJ11138,,Joseph M.,Wenzel,Wenzel; Joseph M.,,D,34688,70.45%,,,130162,38.86%,,,,,,
2275,NJ,New Jersey,11,H6NJ11120,,Richard,McFarlane,McFarlane; Richard,,D,8751,17.77%,,,,,,,,,,
2276,NJ,New Jersey,11,H4NJ11117,,Lee Anne,Brogowski,Brogowski; Lee Anne,,D,5799,11.78%,,,,,,,,,,
2277,NJ,New Jersey,11,n/a,,,,,Party Votes:,D,49238,,,,,,,,,,,
2278,NJ,New Jersey,11,H6NJ11153,,Thomas,Depasquale,Depasquale; Thomas,,FI,,,,,7056,2.11%,,,,,,
2279,NJ,New Jersey,11,H6NJ11161,,Jeff,Hetrick,Hetrick; Jeff,,LIB,,,,,3475,1.04%,,,,,,
2280,NJ,New Jersey,11,n/a,,,,,District Votes:,,107765,,,,334992,,,,,,,
2281,NJ,New Jersey,11,n/a,,,,,,,,,,,,,,,,,,
2282,NJ,New Jersey,12,H4NJ12149,(I),Bonnie Watson,Coleman,Coleman; Bonnie Watson,,D,66479,93.63%,,,181430,62.86%,,,,,W,
2283,NJ,New Jersey,12,H6NJ12193,,Alexander J.,Kucsma,Kucsma; Alexander J.,,D,4525,6.37%,,,,,,,,,,
2284,NJ,New Jersey,12,n/a,,,,,Party Votes:,D,71004,,,,,,,,,,,
2285,NJ,New Jersey,12,H6NJ12201,,Steven J.,Uccio,Uccio; Steven J.,,R,18640,100.00%,,,92407,32.02%,,,,,,
2286,NJ,New Jersey,12,n/a,,,,,Party Votes:,R,18640,,,,,,,,,,,
2287,NJ,New Jersey,12,H2NJ03191,,R. Edward,Forchion,Forchion; R. Edward,,LMP,,,,,6094,2.11%,,,,,,
2288,NJ,New Jersey,12,H6NJ12235,,Robert,Shapiro,Shapiro; Robert,,TED,,,,,2775,0.96%,,,,,,
2289,NJ,New Jersey,12,H6NJ12219,,Thomas ,Fitzpatrick,Fitzpatrick; Thomas ,,LIB,,,,,2482,0.86%,,,,,,
2290,NJ,New Jersey,12,H8NJ04154,,Steven  ,Welzer,Welzer; Steven  ,,GRE,,,,,2135,0.74%,,,,,,
2291,NJ,New Jersey,12, H6NJ12227,,Michael R.,Bollentin,Bollentin; Michael R.,,WTP,,,,,1311,0.45%,,,,,,
2292,NJ,New Jersey,12,n/a,,,,,District Votes:,,89644,,,,288634,,,,,,,
2293,NJ,New Jersey,12,n/a,,,,,,,,,,,,,,,,,,
2294,NJ,New Jersey,H,n/a,,,,,Total State Votes:,,1034890,,,,3463311,,,,,,,
2295,,,,n/a,,,,,,,,,,,,,,,,,,
2296,NM,New Mexico,,n/a,,,,,,,,,,,,,,,,,,
2297,NM,New Mexico,1,H8NM01257,(I),Michelle,Lujan Grisham,Lujan Grisham; Michelle,,D,69216,100.00%,,,181088,65.15%,,,,,W,
2298,NM,New Mexico,1,n/a,,,,,Party Votes:,D,69216,,,,,,,,,,,
2299,NM,New Mexico,1,H4NM01124,,Richard Gregory,Priem,Priem; Richard Gregory,,R,27973,100.00%,,,96879,34.85%,,,,,,
2300,NM,New Mexico,1,n/a,,,,,Party Votes:,R,27973,,,,,,,,,,,
2301,NM,New Mexico,1,n/a,,,,,District Votes:,,97189,,,,277967,,,,,,,
2302,NM,New Mexico,1,n/a,,,,,,,,,,,,,,,,,,
2303,NM,New Mexico,2,H2NM02126 ,(I),Steve,Pearce,Pearce; Steve,,R,36722,100.00%,,,143515,62.72%,,,,,W,
2304,NM,New Mexico,2,n/a,,,,,Party Votes:,R,36722,,,,,,,,,,,
2305,NM,New Mexico,2,H6NM02101,,Merrie Lee,Soules,Soules; Merrie Lee,,D,37455,100.00%,,,85232,37.25%,,,,,,
2306,NM,New Mexico,2,n/a,,,,,Party Votes:,D,37455,,,,,,,,,,,
2307,NM,New Mexico,2,H4NM02080,,Jack A.,McGrann,McGrann; Jack A.,,W,,,,,70,0.03%,,,,,,
2308,NM,New Mexico,2,n/a,,,,,District Votes:,,74177,,,,228817,,,,,,,
2309,NM,New Mexico,2,n/a,,,,,,,,,,,,,,,,,,
2310,NM,New Mexico,3,H8NM03196,(I),Ben R,Lujan,Lujan; Ben R,,D,76789,100.00%,,,170612,62.42%,,,,,W,
2311,NM,New Mexico,3,n/a,,,,,Party Votes:,D,76789,,,,,,,,,,,
2312,NM,New Mexico,3,H6NM03067 ,,Michael H.,Romero,Romero; Michael H.,,R,17025,62.04%,,,102730,37.58%,,,,,,
2313,NM,New Mexico,3,H6NM03075 ,,Michael Glenn ,Lucero,Lucero; Michael Glenn ,,R,10419,37.96%,,,,,,,,,,
2314,NM,New Mexico,3,n/a,,,,,Party Votes:,R,27444,,,,,,,,,,,
2315,NM,New Mexico,3,n/a,,,,,District Votes:,,104233,,,,273342,,,,,,,
2316,NM,New Mexico,3,n/a,,,,,,,,,,,,,,,,,,
2317,NM,New Mexico,H,n/a,,,,,Total State Votes:,,275599,,,,780126,,,,,,,
2318,,,,n/a,,,,,,,,,,,,,,,,,,
2319,NY,New York,,n/a,,,,,,,,,,,,,,,,,,
2320,NY,New York,,n/a,,,,,,,,,,,,,,,,,,
2321,NY,New York,1,H8NY01148,(I),Lee M.,Zeldin,Zeldin; Lee M.,,R,Unopposed,,,,158409,48.91%,,,188499,58.20%,W,
2322,NY,New York,1,H8NY01148,(I),Lee M.,Zeldin,Zeldin; Lee M.,,CRV,Unopposed,,,,23327,7.20%,,,188499,58.20%,W,
2323,NY,New York,1,H8NY01148,(I),Lee M.,Zeldin,Zeldin; Lee M.,,REF,Unopposed,,,,843,0.26%,,,188499,58.20%,W,
